一中	169
怨恨	えんこん
怨嗟	えんさ
怨敵	おんてき
怨霊	おんりょう

怪獣	16
怪異	かいい
怪火	かいか
怪漢	かいかん
怪奇	かいき
怪談	かいだん
怪物	かいぶつ
怪聞	かいぶん
怪力	かいりき
怪力	かいりょく
怪我	けが
怪訝	けげん
禽獣	きんじゅう
鳥獣	ちょうじゅう
珍獣	ちんじゅう
猛獣	もうじゅう
野獣	やじゅう

恐竜	5
恐れ	おそれ
恐懼	きょうく
恐慌	きょうこう
恐縮	きょうしゅく
恐怖	きょうふ

恐龍	5
恐れ	おそれ
恐懼	きょうく
恐慌	きょうこう
恐縮	きょうしゅく
恐怖	きょうふ

恒久	7
恒産	こうさん
恒星	こうせい
恒例	こうれい
永久	えいきゅう
持久	じきゅう
耐久	たいきゅう
悠久	ゆうきゅう

恩給	30
恩愛	おんあい
恩威	おんい
恩義	おんぎ
恩恵	おんけい
恩顧	おんこ
恩師	おんし
恩賜	おんし
恩赦	おんしゃ
恩讎	おんしゅう
恩賞	おんしょう
恩情	おんじょう
恩人	おんじん
恩寵	おんちょう
恩典	おんてん
加給	かきゅう
供給	きょうきゅう
月給	げっきゅう
支給	しきゅう
自給	じきゅう
週給	しゅうきゅう
需給	じゅきゅう
昇給	しょうきゅう
女給	じょきゅう
日給	にっきゅう
配給	はいきゅう
薄給	はっきゅう
俸給	ほうきゅう
補給	ほきゅう
無給	むきゅう
有給	ゆうきゅう

恩讐	15
恩愛	おんあい
恩威	おんい
恩義	おんぎ
恩給	おんきゅう
恩恵	おんけい
恩顧	おんこ
恩師	おんし
恩賜	おんし
恩赦	おんしゃ
恩讎	おんしゅう
恩賞	おんしょう
恩情	おんじょう
恩人	おんじん
恩寵	おんちょう
恩典	おんてん

悠久	8
悠然	ゆうぜん
悠長	ゆうちょう
悠々	ゆうゆう
悠揚	ゆうよう
永久	えいきゅう
恒久	こうきゅう
持久	じきゅう
耐久	たいきゅう

悪友	69
悪意	あくい
悪運	あくうん
悪疫	あくえき
悪縁	あくえん
悪行	あくぎょう
悪業	あくごう
悪妻	あくさい
悪事	あくじ
悪食	あくじき
悪疾	あくしつ
悪質	あくしつ
悪習	あくしゅう
悪臭	あくしゅう
悪性	あくしょう
悪心	あくしん
悪性	あくせい
悪政	あくせい
悪税	あくぜい
悪戦	あくせん
悪銭	あくせん
悪玉	あくだま
悪天	あくてん
悪党	あくとう
悪童	あくどう
悪徳	あくとく
悪日	あくにち
悪人	あくにん
悪罵	あくば
悪日	あくび
悪筆	あくひつ
悪評	あくひょう
悪病	あくびょう
悪風	あくふう
悪文	あくぶん
悪弊	あくへい
悪癖	あくへき
悪魔	あくま
悪名	あくみょう
悪夢	あくむ
悪名	あくめい
悪役	あくやく
悪用	あくよう
悪辣	あくらつ
悪霊	あくりょう
悪例	あくれい
悪路	あくろ
悪化	あっか
悪漢	あっかん
悪鬼	あっき
悪口	あっこう
悪寒	おかん
悪い	わるい
悪気	わるぎ
悪口	わるくち
悪者	わるもの
悪酔	わるよい
畏友	いゆう
学友	がくゆう
級友	きゅうゆう
旧友	きゅうゆう
交友	こうゆう
校友	こうゆう
師友	しゆう
親友	しんゆう
戦友	せんゆう
知友	ちゆう
盟友	めいゆう
療友	りょうゆう
良友	りょうゆう

悪獣	62
悪意	あくい
悪運	あくうん
悪疫	あくえき
悪縁	あくえん
悪行	あくぎょう
悪業	あくごう
悪妻	あくさい
悪事	あくじ
悪食	あくじき
悪疾	あくしつ
悪質	あくしつ
悪習	あくしゅう
悪臭	あくしゅう
悪性	あくしょう
悪心	あくしん
悪性	あくせい
悪政	あくせい
悪税	あくぜい
悪戦	あくせん
悪銭	あくせん
悪玉	あくだま
悪天	あくてん
悪党	あくとう
悪童	あくどう
悪徳	あくとく
悪日	あくにち
悪人	あくにん
悪罵	あくば
悪日	あくび
悪筆	あくひつ
悪評	あくひょう
悪病	あくびょう
悪風	あくふう
悪文	あくぶん
悪弊	あくへい
悪癖	あくへき
悪魔	あくま
悪名	あくみょう
悪夢	あくむ
悪名	あくめい
悪役	あくやく
悪友	あくゆう
悪用	あくよう
悪辣	あくらつ
悪霊	あくりょう
悪例	あくれい
悪路	あくろ
悪化	あっか
悪漢	あっかん
悪鬼	あっき
悪口	あっこう
悪寒	おかん
悪い	わるい
悪気	わるぎ
悪口	わるくち
悪者	わるもの
悪酔	わるよい
禽獣	きんじゅう
鳥獣	ちょうじゅう
珍獣	ちんじゅう
猛獣	もうじゅう
野獣	やじゅう

悪習	74
悪意	あくい
悪運	あくうん
悪疫	あくえき
悪縁	あくえん
悪行	あくぎょう
悪業	あくごう
悪妻	あくさい
悪事	あくじ
悪食	あくじき
悪疾	あくしつ
悪質	あくしつ
悪臭	あくしゅう
悪性	あくしょう
悪心	あくしん
悪性	あくせい
悪政	あくせい
悪税	あくぜい
悪戦	あくせん
悪銭	あくせん
悪玉	あくだま
悪天	あくてん
悪党	あくとう
悪童	あくどう
悪徳	あくとく
悪日	あくにち
悪人	あくにん
悪罵	あくば
悪日	あくび
悪筆	あくひつ
悪評	あくひょう
悪病	あくびょう
悪風	あくふう
悪文	あくぶん
悪弊	あくへい
悪癖	あくへき
悪魔	あくま
悪名	あくみょう
悪夢	あくむ
悪名	あくめい
悪役	あくやく
悪友	あくゆう
悪用	あくよう
悪辣	あくらつ
悪霊	あくりょう
悪例	あくれい
悪路	あくろ
悪化	あっか
悪漢	あっかん
悪鬼	あっき
悪口	あっこう
悪寒	おかん
悪い	わるい
悪気	わるぎ
悪口	わるくち
悪者	わるもの
悪酔	わるよい
因習	いんしゅう
演習	えんしゅう
温習	おんしゅう
学習	がくしゅう
慣習	かんしゅう
奇習	きしゅう
旧習	きゅうしゅう
教習	きょうしゅう
講習	こうしゅう
自習	じしゅう
実習	じっしゅう
常習	じょうしゅう
独習	どくしゅう
風習	ふうしゅう
復習	ふくしゅう
補習	ほしゅう
予習	よしゅう
練習	れんしゅう

悪臭	66
悪意	あくい
悪運	あくうん
悪疫	あくえき
悪縁	あくえん
悪行	あくぎょう
悪業	あくごう
悪妻	あくさい
悪事	あくじ
悪食	あくじき
悪疾	あくしつ
悪質	あくしつ
悪習	あくしゅう
悪性	あくしょう
悪心	あくしん
悪性	あくせい
悪政	あくせい
悪税	あくぜい
悪戦	あくせん
悪銭	あくせん
悪玉	あくだま
悪天	あくてん
悪党	あくとう
悪童	あくどう
悪徳	あくとく
悪日	あくにち
悪人	あくにん
悪罵	あくば
悪日	あくび
悪筆	あくひつ
悪評	あくひょう
悪病	あくびょう
悪風	あくふう
悪文	あくぶん
悪弊	あくへい
悪癖	あくへき
悪魔	あくま
悪名	あくみょう
悪夢	あくむ
悪名	あくめい
悪役	あくやく
悪友	あくゆう
悪用	あくよう
悪辣	あくらつ
悪霊	あくりょう
悪例	あくれい
悪路	あくろ
悪化	あっか
悪漢	あっかん
悪鬼	あっき
悪口	あっこう
悪寒	おかん
悪い	わるい
悪気	わるぎ
悪口	わるくち
悪者	わるもの
悪酔	わるよい
異臭	いしゅう
口臭	こうしゅう
俗臭	ぞくしゅう
体臭	たいしゅう
脱臭	だっしゅう
生臭	なまぐさ
防臭	ぼうしゅう
無臭	むしゅう
物臭	ものぐさ
腋臭	わきが

悪風	120
悪意	あくい
悪運	あくうん
悪疫	あくえき
悪縁	あくえん
悪行	あくぎょう
悪業	あくごう
悪妻	あくさい
悪事	あくじ
悪食	あくじき
悪疾	あくしつ
悪質	あくしつ
悪習	あくしゅう
悪臭	あくしゅう
悪性	あくしょう
悪心	あくしん
悪性	あくせい
悪政	あくせい
悪税	あくぜい
悪戦	あくせん
悪銭	あくせん
悪玉	あくだま
悪天	あくてん
悪党	あくとう
悪童	あくどう
悪徳	あくとく
悪日	あくにち
悪人	あくにん
悪罵	あくば
悪日	あくび
悪筆	あくひつ
悪評	あくひょう
悪病	あくびょう
悪文	あくぶん
悪弊	あくへい
悪癖	あくへき
悪魔	あくま
悪名	あくみょう
悪夢	あくむ
悪名	あくめい
悪役	あくやく
悪友	あくゆう
悪用	あくよう
悪辣	あくらつ
悪霊	あくりょう
悪例	あくれい
悪路	あくろ
悪化	あっか
悪漢	あっかん
悪鬼	あっき
悪口	あっこう
悪寒	おかん
悪い	わるい
悪気	わるぎ
悪口	わるくち
悪者	わるもの
悪酔	わるよい
秋風	あきかぜ
朝風	あさかぜ
雨風	あめかぜ
威風	いふう
遺風	いふう
大風	おおかぜ
海風	かいふう
学風	がくふう
家風	かふう
画風	がふう
神風	かみかぜ
川風	かわかぜ
寒風	かんぷう
北風	きたかぜ
気風	きふう
強風	きょうふう
颶風	ぐふう
薫風	くんぷう
芸風	げいふう
校風	こうふう
国風	こくふう
東風	こち
古風	こふう
作風	さくふう
潮風	しおかぜ
疾風	しっぷう
秋風	しゅうふう
春風	しゅんぷう
醇風	じゅんぷう
順風	じゅんぷう
松風	しょうふう
涼風	すすかぜ
旋風	せんぷう
台風	たいふう
中風	ちゅうぶう
通風	つうふう
突風	とっぷう
波風	なみかぜ
南風	なんぷう
軟風	なんぷう
西風	にしかぜ
熱風	ねっぷう
爆風	ばくふう
破風	はふ
春風	はるかぜ
蛮風	ばんぷう
東風	ひがしかぜ
微風	びふう
美風	びふう
屏風	びょうぶ
弊風	へいふう
暴風	ぼうふう
防風	ぼうふう
松風	まつかぜ
南風	みなみかぜ
昔風	むかしふう
無風	むふう
山風	やまかぜ
夕風	ゆうかぜ
洋風	ようふう
夜風	よかぜ
涼風	りょうふう
烈風	れっぷう
和風	わふう

悲愁	20
悲哀	ひあい
悲運	ひうん
悲観	ひかん
悲願	ひがん
悲喜	ひき
悲境	ひきょう
悲劇	ひげき
悲惨	ひさん
悲壮	ひそう
悲愴	ひそう
悲嘆	ひたん
悲痛	ひつう
悲憤	ひふん
悲報	ひほう
悲鳴	ひめい
悲話	ひわ
哀愁	あいしゅう
郷愁	きょうしゅう
憂愁	ゆうしゅう
旅愁	りょしゅう

悲泣	18
悲哀	ひあい
悲運	ひうん
悲観	ひかん
悲願	ひがん
悲喜	ひき
悲境	ひきょう
悲劇	ひげき
悲惨	ひさん
悲壮	ひそう
悲愴	ひそう
悲嘆	ひたん
悲痛	ひつう
悲憤	ひふん
悲報	ひほう
悲鳴	ひめい
悲話	ひわ
感泣	かんきゅう
号泣	ごうきゅう

悲風	81
悲哀	ひあい
悲運	ひうん
悲観	ひかん
悲願	ひがん
悲喜	ひき
悲境	ひきょう
悲劇	ひげき
悲惨	ひさん
悲壮	ひそう
悲愴	ひそう
悲嘆	ひたん
悲痛	ひつう
悲憤	ひふん
悲報	ひほう
悲鳴	ひめい
悲話	ひわ
秋風	あきかぜ
悪風	あくふう
朝風	あさかぜ
雨風	あめかぜ
威風	いふう
遺風	いふう
大風	おおかぜ
海風	かいふう
学風	がくふう
家風	かふう
画風	がふう
神風	かみかぜ
川風	かわかぜ
寒風	かんぷう
北風	きたかぜ
気風	きふう
強風	きょうふう
颶風	ぐふう
薫風	くんぷう
芸風	げいふう
校風	こうふう
国風	こくふう
東風	こち
古風	こふう
作風	さくふう
潮風	しおかぜ
疾風	しっぷう
秋風	しゅうふう
春風	しゅんぷう
醇風	じゅんぷう
順風	じゅんぷう
松風	しょうふう
涼風	すすかぜ
旋風	せんぷう
台風	たいふう
中風	ちゅうぶう
通風	つうふう
突風	とっぷう
波風	なみかぜ
南風	なんぷう
軟風	なんぷう
西風	にしかぜ
熱風	ねっぷう
爆風	ばくふう
破風	はふ
春風	はるかぜ
蛮風	ばんぷう
東風	ひがしかぜ
微風	びふう
美風	びふう
屏風	びょうぶ
弊風	へいふう
暴風	ぼうふう
防風	ぼうふう
松風	まつかぜ
南風	みなみかぜ
昔風	むかしふう
無風	むふう
山風	やまかぜ
夕風	ゆうかぜ
洋風	ようふう
夜風	よかぜ
涼風	りょうふう
烈風	れっぷう
和風	わふう

意中	68
意外	いがい
意気	いき
意義	いぎ
意見	いけん
意向	いこう
意志	いし
意思	いし
意地	いじ
意識	いしき
意趣	いしゅ
意匠	いしょう
意図	いと
意表	いひょう
意味	いみ
意訳	いやく
意欲	いよく
御中	おんちゅう
懐中	かいちゅう
海中	かいちゅう
渦中	かちゅう
家中	かちゅう
火中	かちゅう
寒中	かんちゅう
眼中	がんちゅう
忌中	きちゅう
宮中	きゅうちゅう
胸中	きょうちゅう
空中	くうちゅう
最中	さいちゅう
在中	ざいちゅう
作中	さくちゅう
山中	さんちゅう
市中	しちゅう
車中	しゃちゅう
集中	しゅうちゅう
掌中	しょうちゅう
城中	じょうちゅう
暑中	しょちゅう
女中	じょちゅう
心中	しんじゅう
心中	しんちゅう
陣中	じんちゅう
水中	すいちゅう
背中	せなか
戦中	せんちゅう
卒中	そっちゅう
地中	ちちゅう
適中	てきちゅう
道中	どうちゅう
途中	とちゅう
土中	どちゅう
日中	にっちゅう
熱中	ねっちゅう
年中	ねんじゅう
人中	ひとなか
日中	ひなか
病中	びょうちゅう
昼中	ひるなか
道中	みちなか
夢中	むちゅう
命中	めいちゅう
喪中	もちゅう
最中	もなか
夜中	やちゅう
山中	やまなか
夜中	よなか
連中	れんじゅう
連中	れんちゅう

感泣	31
感応	かんおう
感化	かんか
感慨	かんがい
感覚	かんかく
感興	かんきょう
感激	かんげき
感光	かんこう
感じ	かんじ
感謝	かんしゃ
感受	かんじゅ
感傷	かんしょう
感情	かんじょう
感状	かんじょう
感触	かんしょく
感心	かんしん
感性	かんせい
感染	かんせん
感想	かんそう
感嘆	かんたん
感知	かんち
感電	かんでん
感度	かんど
感動	かんどう
感得	かんとく
感応	かんのう
感服	かんぷく
感奮	かんぷん
感冒	かんぼう
感銘	かんめい
感涙	かんるい
号泣	ごうきゅう

慣習	22
慣行	かんこう
慣性	かんせい
慣用	かんよう
慣例	かんれい
悪習	あくしゅう
因習	いんしゅう
演習	えんしゅう
温習	おんしゅう
学習	がくしゅう
奇習	きしゅう
旧習	きゅうしゅう
教習	きょうしゅう
講習	こうしゅう
自習	じしゅう
実習	じっしゅう
常習	じょうしゅう
独習	どくしゅう
風習	ふうしゅう
復習	ふくしゅう
補習	ほしゅう
予習	よしゅう
練習	れんしゅう

慰留	20
慰安	いあん
慰謝	いしゃ
慰撫	いぶ
慰問	いもん
慰霊	いれい
慰労	いろう
慰み	なぐさみ
慰め	なぐさめ
書留	かきとめ
居留	きょりゅう
寄留	きりゅう
繋留	けいりゅう
拘留	こうりゅう
在留	ざいりゅう
残留	ざんりゅう
駐留	ちゅうりゅう
停留	ていりゅう
逗留	とうりゅう
保留	ほりゅう
